"Settlement Date","TI","Total Demand"
"02/04/2010","06","14,635.000"
"02/04/2010","07","16,089.000"
"02/04/2010","08","17,190.000"
"02/04/2010","09","17,302.000"
"02/04/2010","10","17,299.000"
"02/04/2010","11","17,276.000"
"02/04/2010","12","17,133.000"
"02/04/2010","13","16,897.000"
"02/04/2010","14","16,677.000"
"02/04/2010","15","16,451.000"
"02/04/2010","16","16,400.000"
"02/04/2010","17","16,934.000"
"02/04/2010","18","18,474.000"
"02/04/2010","19","18,889.000"
"02/04/2010","20","18,522.000"
"02/04/2010","21","17,935.000"
"02/04/2010","22","16,814.000"
"02/04/2010","23","15,351.000"
"02/04/2010","24","14,287.000"
"02/05/2010","01","14,287.000"
"02/05/2010","02","14,312.000"
"02/05/2010","03","14,137.000"
"02/05/2010","04","14,155.000"
"02/05/2010","05","14,485.000"
"02/05/2010","06","15,042.000"
"02/05/2010","07","16,191.000"
"02/05/2010","08","17,303.000"
"02/05/2010","09","17,433.000"
"02/05/2010","10","17,320.000"
"02/05/2010","11","17,196.000"
"02/05/2010","12","16,982.000"
"02/05/2010","13","16,682.000"
"02/05/2010","14","16,463.000"
"02/05/2010","15","16,284.000"
"02/05/2010","16","16,270.000"
"02/05/2010","17","16,765.000"
"02/05/2010","18","17,931.000"
"02/05/2010","19","17,983.000"
"02/05/2010","20","17,457.000"
"02/05/2010","21","16,859.000"
"02/05/2010","22","16,001.000"
"02/05/2010","23","14,842.000"
"02/05/2010","24","13,848.000"
"02/06/2010","01","13,486.000"
"02/06/2010","02","13,618.000"
"02/06/2010","03","13,418.000"
"02/06/2010","04","13,606.000"
"02/06/2010","05","13,708.000"
"02/06/2010","06","13,465.000"
"02/06/2010","07","13,786.000"
"02/06/2010","08","14,459.000"
"02/06/2010","09","15,614.000"
"02/06/2010","10","16,458.000"
"02/06/2010","11","16,797.000"
"02/06/2010","12","16,783.000"
"02/06/2010","13","16,553.000"
"02/06/2010","14","16,248.000"
"02/06/2010","15","16,046.000"
"02/06/2010","16","16,040.000"
"02/06/2010","17","16,521.000"
"02/06/2010","18","17,760.000"
"02/06/2010","19","17,921.000"
"02/06/2010","20","17,460.000"
"02/06/2010","21","16,953.000"
"02/06/2010","22","16,215.000"
"02/06/2010","23","15,278.000"
"02/06/2010","24","14,255.000"
"02/07/2010","01","13,854.000"
"02/07/2010","02","13,591.000"
"02/07/2010","03","13,595.000"
"02/07/2010","04","13,495.000"
"02/07/2010","05","13,557.000"
"02/07/2010","06","13,801.000"
"02/07/2010","07","14,202.000"
"02/07/2010","08","14,572.000"
"02/07/2010","09","15,448.000"
"02/07/2010","10","15,842.000"
"02/07/2010","11","16,081.000"
"02/07/2010","12","16,167.000"
"02/07/2010","13","16,047.000"
"02/07/2010","14","15,774.000"
"02/07/2010","15","15,574.000"
"02/07/2010","16","15,584.000"
"02/07/2010","17","16,157.000"
"02/07/2010","18","17,710.000"
"02/07/2010","19","18,000.000"
"02/07/2010","20","17,293.000"
"02/07/2010","21","16,776.000"
"02/07/2010","22","15,922.000"
"02/07/2010","23","14,996.000"
"02/07/2010","24","14,265.000"
"02/08/2010","01","13,789.000"
"02/08/2010","02","13,691.000"
"02/08/2010","03","13,706.000"
"02/08/2010","04","13,750.000"
"02/08/2010","05","14,353.000"
"02/08/2010","06","14,895.000"
"02/08/2010","07","16,041.000"
"02/08/2010","08","17,305.000"
"02/08/2010","09","17,526.000"
"02/08/2010","10","17,576.000"
"02/08/2010","11","17,594.000"
"02/08/2010","12","17,447.000"
"02/08/2010","13","17,179.000"
"02/08/2010","14","16,986.000"
"02/08/2010","15","16,782.000"
"02/08/2010","16","16,779.000"
"02/08/2010","17","17,273.000"
"02/08/2010","18","18,679.000"
"02/08/2010","19","19,196.000"
"02/08/2010","20","18,786.000"
"02/08/2010","21","18,090.000"
"02/08/2010","22","16,918.000"
"02/08/2010","23","15,412.000"
"02/08/2010","24","14,034.000"
"02/09/2010","01","13,519.000"
"02/09/2010","02","13,257.000"
"02/09/2010","03","13,530.000"
"02/09/2010","04","13,586.000"
"02/09/2010","05","13,776.000"
"02/09/2010","06","14,470.000"
"02/09/2010","07","16,218.000"
"02/09/2010","08","17,294.000"
"02/09/2010","09","17,332.000"
"02/09/2010","10","17,207.000"
"02/09/2010","11","17,070.000"
"02/09/2010","12","16,843.000"
"02/09/2010","13","16,529.000"
"02/09/2010","14","16,246.000"
"02/09/2010","15","15,977.000"
"02/09/2010","16","15,966.000"
"02/09/2010","17","16,423.000"
"02/09/2010","18","17,853.000"
"02/09/2010","19","18,360.000"
"02/09/2010","20","17,950.000"
"02/09/2010","21","17,265.000"
"02/09/2010","22","16,152.000"
"02/09/2010","23","14,676.000"
"02/09/2010","24","13,782.000"
"02/10/2010","01","13,364.000"
"02/10/2010","02","13,195.000"
"02/10/2010","03","13,299.000"
"02/10/2010","04","13,295.000"
"02/10/2010","05","13,586.000"
"02/10/2010","06","14,104.000"
"02/10/2010","07","14,891.000"
"02/10/2010","08","16,058.000"
"02/10/2010","09","16,624.000"
"02/10/2010","10","16,985.000"
"02/10/2010","11","17,300.000"
"02/10/2010","12","17,493.000"
"02/10/2010","13","17,534.000"
"02/10/2010","14","17,494.000"
"02/10/2010","15","17,310.000"
"02/10/2010","16","17,252.000"
"02/10/2010","17","17,705.000"
"02/10/2010","18","18,941.000"
"02/10/2010","19","18,959.000"
"02/10/2010","20","18,256.000"
"02/10/2010","21","17,356.000"
"02/10/2010","22","16,115.000"
"02/10/2010","23","14,686.000"
"02/10/2010","24","13,401.000"
"02/11/2010","01","13,034.000"
"02/11/2010","02","12,785.000"
"02/11/2010","03","13,155.000"
"02/11/2010","04","13,002.000"
"02/11/2010","05","13,290.000"
"02/11/2010","06","13,764.000"
"02/11/2010","07","15,394.000"
"02/11/2010","08","16,496.000"
"02/11/2010","09","16,767.000"
"02/11/2010","10","16,779.000"
"02/11/2010","11","16,754.000"
"02/11/2010","12","16,604.000"
"02/11/2010","13","16,358.000"
"02/11/2010","14","16,197.000"
"02/11/2010","15","15,958.000"
"02/11/2010","16","16,046.000"
"02/11/2010","17","16,244.000"
"02/11/2010","18","17,540.000"
"02/11/2010","19","18,162.000"
"02/11/2010","20","17,850.000"
"02/11/2010","21","17,236.000"
"02/11/2010","22","16,209.000"
"02/11/2010","23","14,827.000"
"02/11/2010","24","13,548.000"
"02/12/2010","01","13,140.000"
"02/12/2010","02","12,999.000"
"02/12/2010","03","13,071.000"
"02/12/2010","04","13,090.000"
"02/12/2010","05","13,395.000"
"02/12/2010","06","13,723.000"
"02/12/2010","07","15,608.000"
"02/12/2010","08","16,650.000"
"02/12/2010","09","16,862.000"
"02/12/2010","10","16,848.000"
"02/12/2010","11","16,820.000"
"02/12/2010","12","16,617.000"
"02/12/2010","13","16,297.000"
"02/12/2010","14","16,038.000"
"02/12/2010","15","15,736.000"
"02/12/2010","16","15,598.000"
"02/12/2010","17","15,952.000"
"02/12/2010","18","17,131.000"
"02/12/2010","19","17,635.000"
"02/12/2010","20","17,268.000"
"02/12/2010","21","16,690.000"
"02/12/2010","22","15,854.000"
"02/12/2010","23","14,784.000"
"02/12/2010","24","13,666.000"
"02/13/2010","01","12,800.000"
"02/13/2010","02","12,546.000"
"02/13/2010","03","12,548.000"
"02/13/2010","04","12,499.000"
"02/13/2010","05","12,629.000"
"02/13/2010","06","12,656.000"
"02/13/2010","07","13,304.000"
"02/13/2010","08","14,106.000"
"02/13/2010","09","15,128.000"
"02/13/2010","10","15,715.000"
"02/13/2010","11","15,804.000"
"02/13/2010","12","15,657.000"
"02/13/2010","13","15,323.000"
"02/13/2010","14","14,963.000"
"02/13/2010","15","14,772.000"
"02/13/2010","16","14,760.000"
"02/13/2010","17","15,221.000"
"02/13/2010","18","16,445.000"
"02/13/2010","19","16,832.000"
"02/13/2010","20","16,431.000"
"02/13/2010","21","15,922.000"
"02/13/2010","22","15,200.000"
"02/13/2010","23","14,278.000"
"02/13/2010","24","13,297.000"
"02/14/2010","01","12,618.000"
"02/14/2010","02","12,707.000"
"02/14/2010","03","12,926.000"
"02/14/2010","04","12,916.000"
"02/14/2010","05","12,929.000"
"02/14/2010","06","12,959.000"
"02/14/2010","07","13,071.000"
"02/14/2010","08","13,232.000"
"02/14/2010","09","13,837.000"
"02/14/2010","10","14,399.000"
"02/14/2010","11","14,608.000"
"02/14/2010","12","14,667.000"
"02/14/2010","13","14,557.000"
"02/14/2010","14","14,332.000"
"02/14/2010","15","14,176.000"
"02/14/2010","16","14,262.000"
"02/14/2010","17","14,803.000"
"02/14/2010","18","16,042.000"
"02/14/2010","19","16,534.000"
"02/14/2010","20","16,089.000"
"02/14/2010","21","15,550.000"
"02/14/2010","22","14,734.000"
"02/14/2010","23","13,712.000"
"02/14/2010","24","13,077.000"
"02/15/2010","01","12,944.000"
"02/15/2010","02","13,088.000"
"02/15/2010","03","12,923.000"
"02/15/2010","04","12,899.000"
"02/15/2010","05","13,128.000"
"02/15/2010","06","13,324.000"
"02/15/2010","07","13,882.000"
"02/15/2010","08","14,514.000"
"02/15/2010","09","15,322.000"
"02/15/2010","10","15,869.000"
"02/15/2010","11","16,139.000"
"02/15/2010","12","16,118.000"
"02/15/2010","13","15,881.000"
"02/15/2010","14","15,623.000"
"02/15/2010","15","15,350.000"
"02/15/2010","16","15,225.000"
"02/15/2010","17","15,603.000"
"02/15/2010","18","17,000.000"
"02/15/2010","19","17,556.000"
"02/15/2010","20","17,115.000"
"02/15/2010","21","16,467.000"
"02/15/2010","22","15,423.000"
"02/15/2010","23","14,163.000"
"02/15/2010","24","13,253.000"
"02/16/2010","01","13,011.000"
"02/16/2010","02","13,012.000"
"02/16/2010","03","13,043.000"
"02/16/2010","04","13,028.000"
"02/16/2010","05","13,135.000"
"02/16/2010","06","13,489.000"
"02/16/2010","07","14,453.000"
"02/16/2010","08","15,624.000"
"02/16/2010","09","16,369.000"
"02/16/2010","10","16,785.000"
"02/16/2010","11","17,112.000"
"02/16/2010","12","17,274.000"
"02/16/2010","13","17,251.000"
"02/16/2010","14","17,220.000"
"02/16/2010","15","16,978.000"
"02/16/2010","16","16,840.000"
"02/16/2010","17","17,152.000"
"02/16/2010","18","18,284.000"
"02/16/2010","19","18,551.000"
"02/16/2010","20","17,959.000"
"02/16/2010","21","17,161.000"
"02/16/2010","22","16,047.000"
"02/16/2010","23","14,677.000"
"02/16/2010","24","13,577.000"
"02/17/2010","01","13,750.000"
"02/17/2010","02","13,424.000"
"02/17/2010","03","13,420.000"
"02/17/2010","04","13,395.000"
"02/17/2010","05","13,476.000"
"02/17/2010","06","13,629.000"
"02/17/2010","07","14,796.000"
"02/17/2010","08","15,838.000"
"02/17/2010","09","16,255.000"
"02/17/2010","10","16,411.000"
"02/17/2010","11","16,551.000"
"02/17/2010","12","16,550.000"
"02/17/2010","13","16,459.000"
"02/17/2010","14","16,417.000"
"02/17/2010","15","16,278.000"
"02/17/2010","16","16,240.000"
"02/17/2010","17","16,603.000"
"02/17/2010","18","17,694.000"
"02/17/2010","19","18,095.000"
"02/17/2010","20","17,620.000"
"02/17/2010","21","17,003.000"
"02/17/2010","22","15,943.000"
"02/17/2010","23","14,613.000"
"02/17/2010","24","13,597.000"
"02/18/2010","01","13,272.000"
"02/18/2010","02","13,149.000"
"02/18/2010","03","12,890.000"
"02/18/2010","04","12,841.000"
"02/18/2010","05","13,104.000"
"02/18/2010","06","13,507.000"
"02/18/2010","07","14,524.000"
"02/18/2010","08","15,672.000"
"02/18/2010","09","16,140.000"
"02/18/2010","10","16,259.000"
"02/18/2010","11","16,304.000"
"02/18/2010","12","16,217.000"
"02/18/2010","13","15,968.000"
"02/18/2010","14","15,807.000"
"02/18/2010","15","15,623.000"
"02/18/2010","16","15,501.000"
"02/18/2010","17","15,813.000"
"02/18/2010","18","16,965.000"
"02/18/2010","19","17,662.000"
"02/18/2010","20","17,328.000"
"02/18/2010","21","16,745.000"
"02/18/2010","22","15,787.000"
"02/18/2010","23","14,488.000"
"02/18/2010","24","13,286.000"
"02/19/2010","01","12,578.000"
"02/19/2010","02","12,382.000"
"02/19/2010","03","12,357.000"
"02/19/2010","04","12,487.000"
"02/19/2010","05","12,584.000"
"02/19/2010","06","13,154.000"
"02/19/2010","07","14,412.000"
"02/19/2010","08","15,539.000"
"02/19/2010","09","16,169.000"
"02/19/2010","10","16,362.000"
"02/19/2010","11","16,411.000"
"02/19/2010","12","16,296.000"
"02/19/2010","13","16,098.000"
"02/19/2010","14","15,883.000"
"02/19/2010","15","15,647.000"
"02/19/2010","16","15,486.000"
"02/19/2010","17","15,704.000"
"02/19/2010","18","16,663.000"
"02/19/2010","19","17,218.000"
"02/19/2010","20","16,769.000"
"02/19/2010","21","16,200.000"
"02/19/2010","22","15,356.000"
"02/19/2010","23","14,236.000"
"02/19/2010","24","13,071.000"
"02/20/2010","01","12,190.000"
"02/20/2010","02","11,963.000"
"02/20/2010","03","11,693.000"
"02/20/2010","04","11,591.000"
"02/20/2010","05","11,667.000"
"02/20/2010","06","12,060.000"
"02/20/2010","07","12,528.000"
"02/20/2010","08","13,174.000"
"02/20/2010","09","14,109.000"
"02/20/2010","10","14,663.000"
"02/20/2010","11","14,843.000"
"02/20/2010","12","14,763.000"
"02/20/2010","13","14,454.000"
"02/20/2010","14","14,089.000"
"02/20/2010","15","13,785.000"
"02/20/2010","16","13,691.000"
"02/20/2010","17","14,024.000"
"02/20/2010","18","15,175.000"
"02/20/2010","19","15,922.000"
"02/20/2010","20","15,571.000"
"02/20/2010","21","15,094.000"
"02/20/2010","22","14,388.000"
"02/20/2010","23","13,469.000"
"02/20/2010","24","12,596.000"
"02/21/2010","01","12,012.000"
"02/21/2010","02","11,930.000"
"02/21/2010","03","11,748.000"
"02/21/2010","04","11,701.000"
"02/21/2010","05","11,915.000"
"02/21/2010","06","12,020.000"
"02/21/2010","07","12,333.000"
"02/21/2010","08","12,655.000"
"02/21/2010","09","13,307.000"
"02/21/2010","10","14,005.000"
"02/21/2010","11","14,333.000"
"02/21/2010","12","14,462.000"
"02/21/2010","13","14,387.000"
"02/21/2010","14","14,168.000"
"02/21/2010","15","13,963.000"
"02/21/2010","16","13,931.000"
"02/21/2010","17","14,412.000"
"02/21/2010","18","15,796.000"
"02/21/2010","19","16,740.000"
"02/21/2010","20","16,471.000"
"02/21/2010","21","15,871.000"
"02/21/2010","22","14,924.000"
"02/21/2010","23","13,705.000"
"02/21/2010","24","12,813.000"
"02/22/2010","01","12,611.000"
"02/22/2010","02","12,542.000"
"02/22/2010","03","12,420.000"
"02/22/2010","04","12,462.000"
"02/22/2010","05","12,717.000"
"02/22/2010","06","13,381.000"
"02/22/2010","07","14,860.000"
"02/22/2010","08","15,977.000"
"02/22/2010","09","16,223.000"
"02/22/2010","10","16,188.000"
"02/22/2010","11","16,164.000"
"02/22/2010","12","15,984.000"
"02/22/2010","13","15,744.000"
"02/22/2010","14","15,565.000"
"02/22/2010","15","15,329.000"
"02/22/2010","16","15,287.000"
"02/22/2010","17","15,721.000"
"02/22/2010","18","16,932.000"
"02/22/2010","19","17,581.000"
"02/22/2010","20","17,196.000"
"02/22/2010","21","16,518.000"
"02/22/2010","22","15,413.000"
"02/22/2010","23","14,027.000"
"02/22/2010","24","12,911.000"
"02/23/2010","01","12,364.000"
"02/23/2010","02","12,424.000"
"02/23/2010","03","12,280.000"
"02/23/2010","04","12,433.000"
"02/23/2010","05","12,745.000"
"02/23/2010","06","13,198.000"
"02/23/2010","07","14,600.000"
"02/23/2010","08","15,806.000"
"02/23/2010","09","16,215.000"
"02/23/2010","10","16,404.000"
"02/23/2010","11","16,593.000"
"02/23/2010","12","16,695.000"
"02/23/2010","13","16,618.000"
"02/23/2010","14","16,528.000"
"02/23/2010","15","16,393.000"
"02/23/2010","16","16,482.000"
"02/23/2010","17","17,009.000"
"02/23/2010","18","18,016.000"
"02/23/2010","19","18,241.000"
"02/23/2010","20","17,715.000"
"02/23/2010","21","16,938.000"
"02/23/2010","22","15,772.000"
"02/23/2010","23","14,333.000"
"02/23/2010","24","13,194.000"
"02/24/2010","01","12,735.000"
"02/24/2010","02","12,781.000"
"02/24/2010","03","12,767.000"
"02/24/2010","04","12,971.000"
"02/24/2010","05","13,262.000"
"02/24/2010","06","13,448.000"
"02/24/2010","07","14,590.000"
"02/24/2010","08","15,815.000"
"02/24/2010","09","16,332.000"
"02/24/2010","10","16,584.000"
"02/24/2010","11","16,812.000"
"02/24/2010","12","16,928.000"
"02/24/2010","13","16,836.000"
"02/24/2010","14","16,752.000"
"02/24/2010","15","16,574.000"
"02/24/2010","16","16,490.000"
"02/24/2010","17","16,830.000"
"02/24/2010","18","17,733.000"
"02/24/2010","19","18,024.000"
"02/24/2010","20","17,468.000"
"02/24/2010","21","16,719.000"
"02/24/2010","22","15,504.000"
"02/24/2010","23","14,058.000"
"02/24/2010","24","13,314.000"
"02/25/2010","01","12,823.000"
"02/25/2010","02","12,596.000"
"02/25/2010","03","12,366.000"
"02/25/2010","04","12,315.000"
"02/25/2010","05","12,595.000"
"02/25/2010","06","13,152.000"
"02/25/2010","07","14,378.000"
"02/25/2010","08","15,680.000"
"02/25/2010","09","16,135.000"
"02/25/2010","10","16,378.000"
"02/25/2010","11","16,552.000"
"02/25/2010","12","16,557.000"
"02/25/2010","13","16,466.000"
"02/25/2010","14","16,435.000"
"02/25/2010","15","16,317.000"
"02/25/2010","16","16,364.000"
"02/25/2010","17","16,813.000"
"02/25/2010","18","17,711.000"
"02/25/2010","19","17,912.000"
"02/25/2010","20","17,470.000"
"02/25/2010","21","16,740.000"
"02/25/2010","22","15,584.000"
"02/25/2010","23","14,005.000"
"02/25/2010","24","12,540.000"
"02/26/2010","01","11,845.000"
"02/26/2010","02","11,782.000"
"02/26/2010","03","11,432.000"
"02/26/2010","04","11,399.000"
"02/26/2010","05","11,738.000"
"02/26/2010","06","12,390.000"
"02/26/2010","07","13,654.000"
"02/26/2010","08","14,805.000"
"02/26/2010","09","15,324.000"
"02/26/2010","10","15,637.000"
"02/26/2010","11","15,900.000"
"02/26/2010","12","16,002.000"
"02/26/2010","13","15,909.000"
"02/26/2010","14","15,789.000"
"02/26/2010","15","15,624.000"
"02/26/2010","16","15,579.000"
"02/26/2010","17","15,910.000"
"02/26/2010","18","16,609.000"
"02/26/2010","19","17,018.000"
"02/26/2010","20","16,566.000"
"02/26/2010","21","15,982.000"
"02/26/2010","22","15,119.000"
"02/26/2010","23","13,983.000"
"02/26/2010","24","12,865.000"
"02/27/2010","01","12,224.000"
"02/27/2010","02","12,044.000"
"02/27/2010","03","12,197.000"
"02/27/2010","04","12,105.000"
"02/27/2010","05","12,001.000"
"02/27/2010","06","12,251.000"
"02/27/2010","07","12,697.000"
"02/27/2010","08","12,937.000"
"02/27/2010","09","13,917.000"
"02/27/2010","10","14,585.000"
"02/27/2010","11","14,940.000"
"02/27/2010","12","14,970.000"
"02/27/2010","13","14,832.000"
"02/27/2010","14","14,619.000"
"02/27/2010","15","14,490.000"
"02/27/2010","16","14,481.000"
"02/27/2010","17","14,781.000"
"02/27/2010","18","15,664.000"
"02/27/2010","19","16,208.000"
"02/27/2010","20","15,784.000"
"02/27/2010","21","15,282.000"
"02/27/2010","22","14,599.000"
"02/27/2010","23","13,656.000"
"02/27/2010","24","12,686.000"
"02/28/2010","01","11,806.000"
"02/28/2010","02","11,751.000"
"02/28/2010","03","11,785.000"
"02/28/2010","04","11,720.000"
"02/28/2010","05","11,707.000"
"02/28/2010","06","11,947.000"
"02/28/2010","07","12,051.000"
"02/28/2010","08","12,345.000"
"02/28/2010","09","13,268.000"
"02/28/2010","10","13,979.000"
"02/28/2010","11","14,348.000"
"02/28/2010","12","14,524.000"
"02/28/2010","13","14,594.000"
"02/28/2010","14","14,563.000"
"02/28/2010","15","14,495.000"
"02/28/2010","16","14,545.000"
"02/28/2010","17","14,995.000"
"02/28/2010","18","15,932.000"
"02/28/2010","19","16,697.000"
"02/28/2010","20","16,441.000"
"02/28/2010","21","15,826.000"
"02/28/2010","22","14,834.000"
"02/28/2010","23","13,592.000"
"02/28/2010","24","12,451.000"
"03/01/2010","01","11,730.000"
"03/01/2010","02","12,279.000"
"03/01/2010","03","12,511.000"
"03/01/2010","04","12,529.000"
"03/01/2010","05","12,863.000"
"03/01/2010","06","13,689.000"
"03/01/2010","07","14,703.000"
"03/01/2010","08","15,862.000"
"03/01/2010","09","16,206.000"
"03/01/2010","10","16,381.000"
"03/01/2010","11","16,408.000"
"03/01/2010","12","16,320.000"
"03/01/2010","13","16,109.000"
"03/01/2010","14","15,936.000"
"03/01/2010","15","15,683.000"
"03/01/2010","16","15,574.000"
"03/01/2010","17","15,886.000"
"03/01/2010","18","16,897.000"
"03/01/2010","19","17,706.000"
"03/01/2010","20","17,341.000"
"03/01/2010","21","16,591.000"
"03/01/2010","22","15,403.000"
"03/01/2010","23","13,951.000"
"03/01/2010","24","12,852.000"
"03/02/2010","01","12,611.000"
"03/02/2010","02","12,583.000"
"03/02/2010","03","12,633.000"
"03/02/2010","04","12,603.000"
"03/02/2010","05","12,886.000"
"03/02/2010","06","13,159.000"
"03/02/2010","07","14,429.000"
"03/02/2010","08","15,528.000"
"03/02/2010","09","15,710.000"
"03/02/2010","10","15,706.000"
"03/02/2010","11","15,658.000"
